,A,B,C,D
2000-02-08,6.344787928748528,-0.068231416869037,1.062818272175819,-6.9960843312639245
2000-02-09,5.329262433416021,1.29022050988,-0.008191447349830794,-5.814476965506685
2000-02-10,3.8257228755260426,0.46423466022568705,1.5782201743986082,-5.947691364443204
2000-02-11,4.196855153743504,0.9654472867783572,2.4104120675974396,-7.758218927005636
2000-02-12,4.825856091808911,1.3649388166326164,4.1635213802899536,-8.207613551453516
2000-02-13,4.27860987230598,2.4071312854444473,4.4324592044756645,-6.771282531552247
2000-02-14,4.659436689904232,2.2249613452243713,6.169973772349567,-6.200265881241023
2000-02-15,3.6402051159330355,2.534740380208878,5.932571251866774,-5.62499471200381
2000-02-16,3.8238609909301613,4.170423909593768,6.853301816693568,-4.516409938152099
2000-02-17,4.26022923827089,4.62537726479686,5.840805464754547,-3.8200728275240476
2000-02-18,4.549349474881946,6.538505445406059,5.650467452161664,-4.125103867410689
2000-02-19,5.474447528951874,7.60212138252461,5.387421434112414,-4.152148970832587
2000-02-20,6.07326260572326,6.439394888213621,4.259553020891186,-3.1196774306116657
2000-02-21,9.271860568435212,6.986109996666142,3.4798545411503214,-2.552728821575806
2000-02-22,10.473731049686199,5.035747715179125,3.1625012331389413,-2.6405896783113842
2000-02-23,10.75811805246127,6.636273376355589,2.924352985232784,-3.008693222502425
2000-02-24,11.28726055971752,5.290387088188327,2.6814463839079123,-3.7304599963270135
2000-02-25,9.853037638538353,4.257863755237708,2.7884889417188745,-4.646202746517423
2000-02-26,11.662114251207143,5.768399513141184,4.041203360359532,-5.3489461301449674
2000-02-27,12.663059049782255,6.105969798710822,4.083478237640098,-5.889381272262704
2000-02-28,12.698864355827421,5.104581284621705,5.477748372743789,-5.522073172780587
2000-02-29,12.422651215448461,4.956524940397805,7.352667196186339,-7.581483572201693
2000-03-01,12.210963426650187,6.267772233673272,6.797137939019449,-7.934788136901034
2000-03-02,12.221754041538498,5.255176808086073,5.532436689764069,-8.064888602260673
2000-03-03,13.668669689296154,5.828255248498941,4.402076842637834,-6.9577168226588215
2000-03-04,14.002374135855796,7.3235574422216505,7.072350670308058,-7.396051111611943
2000-03-05,14.431412183412753,8.548791000808496,6.823384683063898,-7.76069924527207
2000-03-06,13.694074810279696,8.797471845609321,7.271303531546643,-7.874596619444532
2000-03-07,13.337936539202035,7.898631544237064,7.464430531326759,-7.9134687106191315
2000-03-08,13.227163464773502,8.151361987883895,7.97188588495374,-7.918314208148496
2000-03-09,12.823952090588888,8.224962815325952,7.507186349584171,-6.556814752591871
2000-03-10,13.67635711634706,7.522786544892448,7.243808922320266,-6.10595323462923
2000-03-11,13.683282853427473,8.81922829262831,6.880225809640005,-4.934553096552826
2000-03-12,12.922706784543967,7.817658347762654,5.722299578483288,-5.10178457121997
2000-03-13,14.265827673862193,8.284753275985306,6.9237310605353315,-5.920887156864628
2000-03-14,16.03026407139131,8.19025599210169,7.871590433972104,-6.855459973930686
2000-03-15,15.1168161422429,7.2678930751975,7.284049226534991,-7.622494767619829
2000-03-16,13.905560813325764,5.993357827523676,7.181486982285236,-8.41364781712382
2000-03-17,12.854930129914251,5.807389125745916,8.053446234709773,-9.562032573783485
2000-03-18,13.537864940648047,6.154136651693343,7.766247357308774,-11.162255953179661
2000-03-19,14.227102835347946,5.121028393953087,8.412402107012031,-10.136304538426053
2000-03-20,14.300615239933107,4.4444413593548155,9.4947887360592,-11.142881365256883
2000-03-21,14.188830255933583,4.809911343295969,10.398785154526774,-10.581671987255582
2000-03-22,13.563287351840293,4.390077180483406,9.357815990658562,-9.301714779859457
2000-03-23,13.557290008202166,4.7231125228066615,11.085914093774184,-11.205505713328517
2000-03-24,15.041363140524766,5.279986074011362,11.322662593651994,-10.731637894444773
2000-03-25,13.183602535762507,5.366694834274909,9.513851961462477,-10.479917571618635
2000-03-26,13.377770583183835,3.8494680468583606,9.797043458641841,-9.536963817794694
2000-03-27,13.34746613538053,3.5347451207575062,10.682031542063305,-9.464785896731168
2000-03-28,13.372802357620126,6.005429993159455,10.510137531650518,-10.217180123415046
2000-03-29,13.946563773580776,9.134003794047276,9.713925797785235,-9.889998530881183
2000-03-30,14.531021139735762,9.042331451401648,9.41540361522015,-10.46452629788682
2000-03-31,12.707854826029026,8.831376590158136,9.730429081338754,-9.616127397111327
2000-04-01,12.898318773384664,9.163835896305972,8.492936950264928,-10.185836035742524
2000-04-02,12.109001126672288,7.527912109933469,6.996992236427024,-8.58017469338395
2000-04-03,12.59544333727358,6.552363356614721,8.363383923954549,-6.906474638477453
2000-04-04,12.126787343609767,7.07241479740078,8.304794064524124,-7.979248941022953
2000-04-05,10.31687596820992,8.378681082416605,9.233462252051854,-8.468657055209357
2000-04-06,10.553780466684291,9.161735940870884,9.49637789554254,-9.482649352886455
2000-04-07,8.96593401617223,8.692794191076242,10.49909798550435,-8.66307046279785
2000-04-08,7.868953479937531,9.617700797443387,12.559551768328154,-9.141716904629961
2000-04-09,7.571638865517899,10.219455249598942,12.247412690436187,-8.787654060609851
2000-04-10,6.95378427057251,9.309311071538717,12.139492221831455,-8.74743429282961
2000-04-11,7.171964245729331,9.537579740902533,12.204281419861283,-9.526569297369866
2000-04-12,7.937934790022472,11.130018564781397,12.5844346766827,-9.07690998055169
2000-04-13,7.03953878740818,10.653849915965292,11.428839997156372,-10.34926831226125
2000-04-14,6.666885023804808,11.196947053112988,10.676660263907726,-9.75322460680344
2000-04-15,6.588659904181408,10.663196710851864,11.65696627706565,-8.213601486163645
2000-04-16,7.089359456119775,11.074354225959498,14.175591915805015,-8.782874179278586
2000-04-17,9.569381963833752,11.217130287550068,13.860101927200878,-8.719587580640114
2000-04-18,11.437076478703846,10.041654971859378,14.057883311567608,-10.290777753337755
2000-04-19,10.634297963498907,11.961818464756995,14.597973406735344,-10.057320236165234
2000-04-20,9.407236315482402,12.40998692839741,12.9600894924657,-10.891550623497364
2000-04-21,9.579932034134156,11.612099634822071,13.458428373410669,-9.568216466824703
2000-04-22,9.061785736532979,12.020068843189055,13.445839539912761,-9.50646846197849
2000-04-23,9.352456620532637,11.111987776003277,13.159966535499807,-10.828440692436736
2000-04-24,10.226892683808858,10.295003067532809,12.726130459165194,-9.860222111941706
2000-04-25,10.48937574923381,11.1731932712195,13.641517534622492,-9.51815742972813
2000-04-26,10.743958189143653,10.0760410611202,13.036782905991162,-7.751706959468528
2000-04-27,9.33100143793382,9.198927370482366,11.356445023306177,-8.294255220599169
2000-04-28,9.111254028879118,8.993572258028033,11.022575623939318,-8.012468132239308
2000-04-29,11.302853168884958,9.830580297630375,10.558989675625318,-8.526586971528253
2000-04-30,10.358205937473867,12.23464918769832,9.999020302710013,-8.376591428378351
2000-05-01,8.463377763669207,12.484639565589372,8.950970821962406,-9.845024693523069
2000-05-02,7.319201095579601,11.922868325189725,8.749705000124628,-8.844774021652203
2000-05-03,7.409156542824351,11.584121580749496,9.064713366258383,-7.731347846033097
2000-05-04,6.707788933404552,12.370562410008885,12.079690221813129,-7.270254938572517
2000-05-05,7.037833667654596,10.59812628908244,10.614694060157712,-7.518653119918646
2000-05-06,7.260792703884882,10.845488646266393,10.569165132580594,-7.947018020939483
2000-05-07,7.631614991755703,11.478665437619252,8.236241097227614,-8.11634970020133
2000-05-08,7.003472264760794,10.374410541073809,6.714625613811103,-6.661178047212414
2000-05-09,7.442913093395034,11.582152665000127,6.2286298064090735,-8.126143596205138
2000-05-10,6.662011116898668,12.898694494716244,6.204734973586528,-7.495068476291036
2000-05-11,7.181368068829863,14.063682688704326,6.814770771853494,-9.674698086558527
2000-05-12,7.657987120780453,13.85572078612727,5.764263221206278,-9.763588495373929
2000-05-13,8.001219984960413,13.417868903020995,4.491411526278949,-11.771045251489111
2000-05-14,7.74402593899541,12.939251415010398,3.6086292130135984,-11.723720235436335
2000-05-15,7.613051509557377,13.221230075160003,3.9305400230683714,-11.142711730102063
2000-05-16,7.934887585738882,13.812407175749978,5.403903824336481,-10.611758231931258
2000-05-17,8.41826561524355,13.136330676122256,7.895123202653814,-10.530051420858028
2000-05-18,8.755712803655012,14.069745882321007,7.658098137983879,-11.957109881309211
2000-05-19,7.34025195597385,12.876471799937654,8.678855639053078,-12.529535422405978
2000-05-20,10.321688322957419,10.325603048165334,7.030402876914499,-11.984813910020343
2000-05-21,9.764633998329566,10.97915467102321,6.208966265812098,-11.842854613885414
2000-05-22,8.009414919650773,11.326552791117287,4.642633853418163,-13.0184307881398
2000-05-23,7.8922727816721485,15.405129266382975,7.440670537596645,-12.756684142100472
2000-05-24,6.835314192733862,15.06662308939808,8.505225630302297,-12.766717861973607
2000-05-25,6.504422645814835,15.159640150070432,8.188701337824538,-13.420838384821312
2000-05-26,6.644833734331214,15.095096051834014,8.047678094667466,-12.694588689890342
2000-05-27,7.003721804976515,13.874257129242707,7.547285453897375,-12.872407664205037
2000-05-28,6.442027645121091,13.327317893210585,6.0883258167929375,-14.774830993598439
2000-05-29,7.145854421055303,14.481010286187308,5.881115167258741,-13.063624835669687
2000-05-30,6.993097296452435,14.381330991411497,6.553988050226631,-14.796434684124375
2000-05-31,7.513218437449009,13.678011379565463,6.7939297599493615,-15.350886377622059
2000-06-01,7.918832183396624,14.008220607247226,7.532391776361899,-12.848377051511454
2000-06-02,7.045837158489292,13.614891108345368,7.349720626377187,-12.513922459213086
2000-06-03,7.360603521723359,12.14075322696329,7.57029334579341,-13.953074523865025
2000-06-04,8.161501674861299,10.941925239833633,6.424364147716647,-12.519648444735656
2000-06-05,8.557284432403195,10.320572428561224,6.1757054709916295,-13.896431077718582
2000-06-06,9.073050604179599,10.54262721222454,6.290505855955338,-12.476974506643364
2000-06-07,9.978481634331743,10.420433322187357,7.187271669762494,-13.763983644539293
2000-06-08,10.439983489307314,11.564366908551936,4.999752933393889,-13.931772133770886
2000-06-09,10.36977114456191,12.513133925166288,5.886138824918461,-13.884724620926145
2000-06-10,10.24797780005439,12.564772788517951,7.660160370489898,-13.684569648408194
2000-06-11,10.336348503674502,12.664372335641774,9.116191021649403,-11.811190404167892
2000-06-12,9.618361751732815,13.02499710246599,8.26101683076965,-11.31705649929947
2000-06-13,9.865225530265239,11.545242768439197,8.868834056579034,-11.800169333086053
2000-06-14,9.279608498002784,11.687993667952819,8.565724728559227,-10.33732621529191
2000-06-15,9.44936674617638,12.959334855428605,8.522703900076474,-10.030945562095116
2000-06-16,10.160251063333671,14.047488366005785,9.163596873786403,-9.038267383999232
2000-06-17,9.892711411339386,13.89067133327774,9.213179034834237,-10.062579086378832
2000-06-18,10.811637826670452,14.223060545654747,6.729779292942709,-8.894105518620478
2000-06-19,10.13732103282227,16.415388100366357,6.855851480891256,-8.108315488420185
2000-06-20,9.11993783221106,16.463900621260727,8.927014940330412,-7.478312286600586
2000-06-21,9.570136377219834,16.450605077121047,7.9347919323618035,-6.827631622335414
2000-06-22,10.47743655147707,16.883260686383636,9.03776991926158,-8.090456496314527
2000-06-23,10.481872492663532,17.892059760386246,8.475462451686408,-7.446317721189988
2000-06-24,11.419180365167412,18.927691887300675,10.109858292410609,-6.471834645361039
2000-06-25,14.03429708389482,20.15916740087327,9.52751841202098,-7.347438338429076
2000-06-26,13.762402098810417,20.891530288360574,9.304141867075048,-7.279195833380727
2000-06-27,13.370182106191503,21.008787062495124,9.861443202325537,-6.702086590165728
2000-06-28,14.350332194689683,21.1863582390108,9.911594953338353,-6.077781516167486
2000-06-29,14.12428524959371,19.579580026314755,11.044890776378274,-7.294868790573846
2000-06-30,14.121136307670623,22.280808091391336,10.811210992513555,-8.504645205956386
2000-07-01,12.682735097032397,21.84144556962079,10.13190651459508,-9.176485949131289
2000-07-02,13.255729451967888,20.989738564850068,13.146157481921481,-8.866758093868146
2000-07-03,13.851353966927256,20.93163526891187,11.357374832544243,-6.682489078680602
2000-07-04,14.504669522387978,19.041151857613162,12.425270403466548,-6.599420707629401
2000-07-05,14.53753743228554,20.26566862803681,12.155364219471014,-5.054881074716378
2000-07-06,16.26463641380907,19.91553200122933,12.051050191300924,-5.979319541506289
2000-07-07,15.231593206058708,20.043968719803836,12.598252107431263,-5.0469564713433375
2000-07-08,14.396469164862777,20.457278480744787,14.170615607183642,-6.351413503681353
2000-07-09,16.26460295928019,21.22313285585524,14.860801134689437,-7.305973578528406
2000-07-10,15.656545116242603,20.537578586659,13.203327539009349,-8.311132528653602
2000-07-11,14.227588925482966,19.546254157720703,15.27647874635937,-8.594828775553752
2000-07-12,14.768499266656008,19.247664208219728,15.162092642690888,-9.303058000064931
2000-07-13,14.00659864453544,18.828659618150464,14.710996983751338,-10.264604703578696
2000-07-14,14.299027673421346,18.154122044131473,16.358594666723505,-9.758641692790857
2000-07-15,14.138716036436689,17.552499799294385,16.484742440108676,-10.585118735840945
2000-07-16,13.268836646235254,17.198653256315417,16.69290538554691,-10.521140715600675
2000-07-17,13.808577096271076,17.732163067200513,17.94857640232406,-9.801109348802234
2000-07-18,15.328246153741697,17.669317196086723,18.763522326615266,-8.211728091642435
2000-07-19,14.424892779200794,16.36688984999612,20.50549346920567,-7.3935283539938865
2000-07-20,15.017422275788672,16.38760846936028,19.307532462148263,-7.340182497663471
2000-07-21,13.688139130568716,15.243372471917544,20.031129509934832,-6.9564828432564685
2000-07-22,13.139170180666978,15.941867545086382,18.033137286622722,-7.690802225106928
2000-07-23,12.87285094041475,15.61907952955191,18.410165811966486,-6.857848767908233
2000-07-24,13.869653683053459,17.78837768572017,17.946739946577708,-5.804650807771832
2000-07-25,13.756645073334008,17.952456829043687,16.693341397729,-4.4484261462154855
2000-07-26,13.741380458154206,18.070204253347153,15.72887699571061,-4.726239893383539
2000-07-27,13.392329718645712,18.69682370908466,15.86150011917937,-4.619528161654872
2000-07-28,12.520552652090574,16.785456391207326,16.038099561970306,-4.84346703611697
2000-07-29,12.099729883581368,16.80323996175386,18.321482556190123,-3.7817538851992385
2000-07-30,13.03239203067662,16.735384271422447,17.89708404806503,-2.5931662606700736
2000-07-31,12.12673884926304,15.15596183251147,19.083249508388363,-2.8072316157287314
2000-08-01,12.762590449278289,14.241644886598767,19.80568715883199,-2.5167290845983987
2000-08-02,14.075872069964484,14.733574151766566,17.84617291858592,-1.5336957847445656
2000-08-03,13.165290613916568,15.385042356950176,17.609134635623562,-1.493253614302467
2000-08-04,12.306729568539458,14.672357652088913,18.658433499386213,-0.4040266244324764
2000-08-05,10.902803334288798,15.470222517048615,18.956742661128267,-1.7010403940131287
2000-08-06,11.578006171434206,14.834442744997977,19.24453038973817,-2.314922239142998
2000-08-07,11.750361614336619,15.242585879035254,19.127337439839344,-2.8083036590630677
2000-08-08,11.178272872623701,14.557951598317354,19.25881928228953,-3.3962271826233494
2000-08-09,11.787156691796435,13.83415004597231,19.154538067150657,-5.910453638290413
2000-08-10,11.196637420234422,13.484448927300752,17.738829286928308,-7.52613880479254
2000-08-11,9.925893137312087,14.745747050509355,18.321791370482334,-8.502342654265313
2000-08-12,9.295527789731514,13.65443993109002,18.868760339437447,-9.414602566793207
2000-08-13,10.902958254616651,14.94885831317357,18.42640105240561,-8.222658269705505
2000-08-14,10.160029301637413,14.915212885515178,19.126315275499397,-7.472037599563369
2000-08-15,12.19091609955888,14.254779667141992,19.4645162223261,-7.512821354368914
2000-08-16,12.076130864632013,14.420357041556596,20.627873983275794,-7.45619653424041
2000-08-17,12.67305899977359,14.837204093717219,21.47899150270918,-8.524468126500809
2000-08-18,13.866193949259852,14.892474371631128,21.49229180096085,-6.877159360331451
2000-08-19,11.893130811159764,16.279035578885015,20.725649922706886,-9.285535668134447
2000-08-20,10.639279469405066,16.387816056455186,20.491076860748997,-10.324642648175093
2000-08-21,11.359224182299613,17.382608365239943,20.061105546732453,-11.689907927154957
2000-08-22,11.415130812311011,16.714535857388004,22.617358635290145,-12.340681322671662
2000-08-23,10.957726547868324,17.363701698173923,22.393048934172473,-13.280102023876417
2000-08-24,12.381167860144231,16.659685608411934,22.174554355128965,-13.392983360830994
2000-08-25,12.1350525805784,16.78739124370261,23.856831895077132,-14.248329747454457
2000-08-26,11.750136938398345,16.942133229384694,25.18381053456924,-14.70302864680791
2000-08-27,10.237627105306334,17.857369526065124,24.523246587013745,-13.071507812306104
2000-08-28,11.549215220809861,18.848486135993173,24.76814430614542,-13.831313043132637
2000-08-29,10.71368116809969,17.747611845041074,24.607197959620187,-11.694183336825404
2000-08-30,10.185768168765064,19.261029954748906,24.6356157550409,-14.097429929372211
2000-08-31,10.344541232841435,20.224625471030354,24.501037274536017,-12.999488072803295
2000-09-01,9.243627929089941,18.932707749679743,24.53559280598735,-12.137601288337613
2000-09-02,9.318703219456912,18.913171846284214,26.254192383570537,-12.505709490787924
2000-09-03,9.494623462865608,20.822035382166895,26.779330647505475,-14.075841470579512
2000-09-04,8.988608101776745,18.89146586045596,26.520487709715034,-14.479659251769514
2000-09-05,8.572862399674364,19.26239089713954,26.84667871391412,-16.472302854151714
2000-09-06,8.181138817420818,18.71737885951088,27.029481927952585,-17.009278014496513
2000-09-07,8.182053998851767,18.242337131572622,27.495223464865997,-18.940941993272993
2000-09-08,7.828416854397537,17.385841103884747,27.89592665621701,-18.69373919274848
2000-09-09,7.1971755687703824,18.077239709210797,27.147799393064883,-17.686811054131176
2000-09-10,8.743174575155564,17.60111647591491,25.513406490321632,-18.323094017437658
2000-09-11,8.259769919174289,17.128650711556393,25.048734799205036,-19.370318147841584
2000-09-12,8.08104531037586,18.349873184432916,24.266995037768883,-18.989384069381728
2000-09-13,8.412919718068503,18.450066433043343,22.523308224314352,-18.61183381438525
2000-09-14,8.604792912263532,18.494022041010705,23.880452239019228,-17.460091186108414
2000-09-15,9.645935312689895,19.034253297306538,24.688195258797084,-17.347352810446502
2000-09-16,9.665731670854498,18.04559913578696,23.580512658505366,-17.34174582852456
2000-09-17,11.160760914550643,18.96273916702218,24.95945581458322,-17.697631064579102
2000-09-18,11.113682825128624,18.760395462199924,25.093795369827863,-18.125689641191673
2000-09-19,12.332547279050447,20.63049713727136,24.952684343550953,-17.390709125238168
2000-09-20,13.120482094048958,20.470636967861175,23.76737894623466,-17.616416141924017
2000-09-21,12.158793822679616,20.12451305427767,22.86517229117756,-17.003914064982972
2000-09-22,11.693795163737596,21.28392307200445,21.964016674116195,-17.663710997283204
2000-09-23,13.36425225751887,20.215199243098848,19.70012409180298,-16.218685543208306
2000-09-24,11.990793204605067,20.60092382375127,20.23791487246189,-15.879765733593189
2000-09-25,12.170983826935025,21.043081449470336,19.210937615305305,-16.243507592156266
2000-09-26,13.279740812071307,20.663883236372936,18.81409296737301,-15.879175641945492
2000-09-27,12.711200421897834,19.807868049931315,18.12183039954541,-17.796121419806457
2000-09-28,10.682538772533135,20.313672344239947,19.152939266122374,-17.082272770768345
2000-09-29,11.730868993075612,18.381123818781724,19.672456926064495,-15.493536629248938
2000-09-30,11.93643197502274,18.55944016861014,16.808501008356377,-16.079859794876008
2000-10-01,10.188634611790594,18.672409801375167,16.771445210176598,-17.6673697723842
2000-10-02,9.561712427134275,17.642763399831008,16.421582837933606,-18.0468253894099
2000-10-03,12.227139593293865,16.811053969962792,16.78356615506979,-16.99594695815034
2000-10-04,12.057816440597055,18.111527835031424,17.17722317012234,-17.17200061416276
2000-10-05,11.098834577132038,18.300242840610334,17.84014108009462,-17.077038985665954
2000-10-06,9.898649602517002,19.0339412415117,18.62011753996658,-16.070530213139552
2000-10-07,10.877132545456513,19.768584407444123,17.605119881274547,-16.409666736431166
2000-10-08,9.245043601241075,20.554212895813198,15.738054254491841,-17.244521196843376
2000-10-09,8.318287683732782,19.578087307309083,14.72006907261411,-17.702475530518786
2000-10-10,6.998926806245041,17.78592133067916,15.582787230445705,-17.820506800857782
2000-10-11,6.905821325907988,19.14377628916863,13.780977896030624,-17.82169810899953
2000-10-12,7.480801328463798,18.698083848207567,14.837772624592862,-19.126320321383478
2000-10-13,8.204544555926677,17.468125671158347,15.298428344413397,-18.179596254816776
2000-10-14,10.119115450098143,17.062568812583248,14.63108132933644,-17.040812377046734
2000-10-15,11.942083695158038,16.201283540876833,15.320804260670252,-17.28148845265931
2000-10-16,11.810911910191372,15.350644946069586,15.06714024185854,-15.740739508914128
2000-10-17,13.421238337298329,15.434399765510433,16.186077729018038,-16.453349832395265
2000-10-18,12.808665734276488,15.594310397600397,16.40943143307516,-14.83508176866835
2000-10-19,11.15668979669274,16.665242281902554,15.964402968902638,-14.604159346395708
2000-10-20,10.004287140858338,15.672084597058442,16.95899763360838,-13.678749520330253
2000-10-21,10.480941075836085,14.743583868480266,17.076018324229622,-12.856245852010947
2000-10-22,11.445951427417327,14.821059544181407,17.385187826658992,-13.168723384430981
2000-10-23,12.370326388027019,15.872533763805773,16.579330537786856,-11.670798894805994
2000-10-24,13.840470293248568,16.011494705766005,15.262101976626806,-11.63425113483674
2000-10-25,14.331812197537623,16.11476400615402,15.074180736146504,-11.708471088680687
2000-10-26,14.73652295840433,17.884293704257693,15.450332411200813,-12.253100862004404
2000-10-27,13.961015641104762,18.878376035888586,15.065985836000685,-12.309920641550498
2000-10-28,13.451451093013848,17.263015626938028,14.68085124700231,-12.532569369699697
2000-10-29,12.091998155667532,17.92385069660054,15.011200879179308,-12.63595499708794
2000-10-30,11.919187370379584,17.5810196882653,14.531754109872953,-12.241904161324713
2000-10-31,12.94025500715678,17.24848140835951,15.09516547250383,-13.303597032188172
2000-11-01,12.595642124436955,18.354349401924175,15.313198344110935,-13.239206207293522
2000-11-02,11.865171151331735,17.681269687201976,14.094134455681285,-12.987579515764317
2000-11-03,11.614137594792009,18.421050791768533,14.58329785144217,-11.665820730017815
2000-11-04,11.712726132480507,18.259191892827655,15.338074577893497,-11.942137856101285
2000-11-05,13.069867747162903,18.147981602302288,17.018687856474873,-11.427899420754427
2000-11-06,14.349106436529226,17.177353822255615,17.5543608844164,-11.383333290405794
2000-11-07,15.133079472193597,18.168566435073874,18.01598091584765,-9.30280548340983
2000-11-08,16.093981867805038,18.556680564415284,18.436914140800305,-9.280822972791077
2000-11-09,14.9121453027315,19.44863330248418,18.315935689215078,-8.549420082918793
2000-11-10,14.795372685788074,18.61665592902378,18.23639528311554,-8.791608241828788
2000-11-11,16.23178674984478,18.761614109493348,16.473603988507353,-8.7118257261696
2000-11-12,16.787011991143146,17.676784145803023,16.559125954575247,-10.581442112494209
2000-11-13,16.16686533424391,16.4410547271969,14.203702789420054,-9.949245660378804
2000-11-14,16.99824595956014,16.041381625057284,13.418150606697969,-8.740745551629706
2000-11-15,18.287681635129918,17.253303457658678,13.730971114148236,-9.6916697662777
2000-11-16,20.312021637012922,15.744693881593378,14.125446494762894,-7.924466037350409
2000-11-17,21.323853144112586,16.66473567459644,13.896774980424128,-7.813869644852042
2000-11-18,20.476875786136635,16.808304698297604,11.915040818893791,-8.635004296142926
2000-11-19,22.153873463155215,18.760835637730406,11.366551125423783,-9.382930106840526
2000-11-20,24.46978685998026,18.20215132066914,10.71720652185329,-8.154463197699847
2000-11-21,23.93461957323776,19.9661170115206,10.604218277320207,-8.050595363650025
2000-11-22,24.96611856914855,20.396460271203384,10.005141200978919,-9.411469198414835
2000-11-23,23.442436908123703,19.42861085519747,9.238298042449951,-8.531797335479528
2000-11-24,23.323701503774288,19.186299920241904,9.809073559985762,-6.262067999653145
2000-11-25,24.12599400312304,20.030719118067513,9.341536043357824,-6.323583462012186
2000-11-26,23.786918585566397,19.960531497228175,10.358410531449596,-5.468578560790984
2000-11-27,22.351640765506044,20.413591233042812,10.097932091371415,-4.980534366269866
2000-11-28,23.340838724444108,20.35304824852688,10.280083141010602,-6.560446838820017
2000-11-29,25.594304668733542,20.51646936473492,10.603379369336873,-6.266519988548385
2000-11-30,25.211657540548675,20.508794130341226,10.89803225415784,-7.124320128939838
2000-12-01,26.999202281685715,20.07661263961575,10.21376810470787,-7.29023743256744
2000-12-02,27.6702326265133,20.092234450217497,10.889231799162038,-7.074904245034763
2000-12-03,28.385578261196937,19.4143903477178,10.94157593297248,-7.531112066192313
2000-12-04,29.006581354164062,17.932696938082625,12.876098479686178,-8.488785544303095
2000-12-05,31.615458352721443,17.160238370299655,13.844859754200504,-7.745482119476251
2000-12-06,32.063349742679925,16.291301421385,13.943876625896804,-7.216465600092067
2000-12-07,30.929037628196433,17.444746064444956,13.500227270434088,-8.093932989587138
2000-12-08,32.68783709731164,18.919216774304775,12.714684300633028,-7.861614483169251
2000-12-09,32.20092745097208,20.527922909527813,12.148326291109775,-8.450413203207098
